what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.python.pydev.customizations,1.5.7.2010050621,"org.python.pydev.customizations",1375290474345
stopped,bundle,org.python.pydev.debug,1.5.7.2010050621,"org.python.pydev.debug",1375290474361
stopped,bundle,org.python.pydev.refactoring,1.5.7.2010050621,"org.python.pydev.refactoring",1375290474361
stopped,bundle,org.python.pydev.templates,1.5.7.2010050621,"org.python.pydev.templates",1375290474361
stopped,bundle,org.python.pydev,1.5.7.2010050621,"org.python.pydev",1375290474458
stopped,bundle,oracle.eclipse.tools.envcheck,3.1.0.201007221419,"oracle.eclipse.tools.envcheck",1375290474458
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1375290474461
stopped,bundle,org.eclipse.jst.ws.jaxrs.ui,1.0.303.v201108222054,"org.eclipse.jst.ws.jaxrs.ui",1375290474461
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1375290474461
stopped,bundle,org.eclipse.hyades.ui,4.3.0.v201005181900,"org.eclipse.hyades.ui",1375290474462
stopped,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1375290474462
stopped,bundle,org.eclipse.jst.common.ui,1.0.4.v201109151453,"org.eclipse.jst.common.ui",1375290474462
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1375290474462
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1375290474462
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_0",1375290474462
stopped,bundle,org.eclipse.wb.core.databinding,1.5.2.r36x201303061505,"org.eclipse.wb.core.databinding",1375290474462
stopped,bundle,org.eclipse.wb.core.ui,1.5.2.r36x201303061516,"org.eclipse.wb.core.ui",1375290474462
stopped,bundle,org.eclipse.wb.core.java,1.5.2.r36x201303061505,"org.eclipse.wb.core.java",1375290474462
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1375290474520
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1375290474520
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1375290474520
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1375290474520
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1375290474520
stopped,bundle,org.eclipse.rse.files.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.files.ui",1375290474520
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1375290474520
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.6.v201109150205,"org.eclipse.wst.jsdt.debug.ui",1375290474533
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui",1375290474720
stopped,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1375290474727
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1375290474775
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1375290474775
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.processes.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.processes.local",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1375290474776
stopped,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.files.ssh,2.1.100.v200905272300,"org.eclipse.rse.subsystems.files.ssh",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.shells.ssh,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.ssh",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.terminals.ssh,1.0.1.v200908051630,"org.eclipse.rse.subsystems.terminals.ssh",1375290474776
stopped,bundle,org.eclipse.rse.connectorservice.ssh,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.ssh",1375290474776
stopped,bundle,org.eclipse.rse.connectorservice.telnet,1.2.1.v200908051630,"org.eclipse.rse.connectorservice.telnet",1375290474776
stopped,bundle,org.eclipse.rse.efs,2.1.200.v201005262000,"org.eclipse.rse.efs",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.files.ftp,2.1.100.v200905272300,"org.eclipse.rse.subsystems.files.ftp",1375290474776
stopped,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1375290474777
stopped,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1375290474777
stopped,bundle,org.eclipse.rse.subsystems.processes.shell.linux,1.1.100.v200905272300,"org.eclipse.rse.subsystems.processes.shell.linux",1375290474777
stopped,bundle,org.eclipse.rse.subsystems.processes.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.processes.core",1375290474777
stopped,bundle,org.eclipse.rse.terminals.ui,1.0.100.v201006041352,"org.eclipse.rse.terminals.ui",1375290474777
stopped,bundle,org.eclipse.tm.terminal.ssh,2.0.200.v201005271030,"org.eclipse.tm.terminal.ssh",1375290474777
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1375290474777
stopped,bundle,org.python.pydev.jython,1.5.7.2010050621,"org.python.pydev.jython",1375290474777
stopped,bundle,org.python.pydev.parser,1.5.7.2010050621,"org.python.pydev.parser",1375290474777
stopped,bundle,org.python.pydev.core,1.5.7.2010050621,"org.python.pydev.core",1375290474779
stopped,bundle,org.hibernate.eclipse,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse",1375290474966
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1375290474967
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1375290474967
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1375290474996
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1375290474999
stopped,bundle,org.eclipse.hyades.probekit,4.3.1.v201009131917,"org.eclipse.hyades.probekit",1375290474999
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1375290474999
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1375290474999
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1375290474999
stopped,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1375290475000
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1375290475000
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1375290475000
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted.2_2",1375290475000
stopped,bundle,com.google.gdt.eclipse.designer.hosted,3.1.2.r36x201303061525,"com.google.gdt.eclipse.designer.hosted",1375290475000
stopped,bundle,org.eclipse.wb.css,1.5.2.r36x201303061510,"org.eclipse.wb.css",1375290475000
stopped,bundle,org.eclipse.wb.os.win32,1.5.2.r36x201303061457,"org.eclipse.wb.os.win32",1375290475000
stopped,bundle,org.eclipse.wb.core,1.5.2.r36x201303061457,"org.eclipse.wb.core",1375290475000
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1375290475000
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1375290475001
stopped,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1375290475001
stopped,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1375290475001
stopped,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1375290475001
stopped,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1375290475001
stopped,bundle,org.eclipse.update.ui,3.2.300.v20100512,"org.eclipse.update.ui",1375290475001
